danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,class
0.6610,0.6181,8.4809,-5.5834,0.2595,0.0878,0.3116,0.0000,0.1207,0.5503,132.3812,210451.1363,1
0.6615,0.5666,8.7510,-6.0883,0.1245,0.0972,0.3596,0.0000,0.1209,0.5215,139.3837,210438.5793,1
0.6606,0.6538,8.2941,-5.2340,0.3529,0.0812,0.2783,0.0000,0.1206,0.5702,127.5365,210459.8241,1
0.6619,0.5322,8.9311,-6.4251,0.0345,0.1036,0.3917,0.0000,0.1210,0.5023,144.0532,210430.2059,1
0.6581,0.8947,7.0329,-2.8756,0.9835,0.0369,0.0537,0.0000,0.1200,0.7045,94.8329,210518.4687,1
0.6588,0.8242,7.4023,-3.5664,0.7988,0.0498,0.1195,0.0000,0.1202,0.6652,104.4119,210501.2916,1
0.6618,0.5340,8.9213,-6.4069,0.0393,0.1032,0.3900,0.0000,0.1210,0.5034,143.8007,210430.6586,1
0.6595,0.7539,7.7704,-4.2546,0.6148,0.0628,0.1850,0.0000,0.1204,0.6260,113.9562,210484.1765,1
0.6617,0.5493,8.8414,-6.2574,0.0793,0.1004,0.3758,0.0000,0.1209,0.5119,141.7286,210434.3744,1
0.6602,0.6941,8.0833,-4.8398,0.4583,0.0738,0.2407,0.0000,0.1205,0.5926,122.0705,210469.6257,1
0.7411,0.8322,9.5922,-4.6533,0.1359,0.0755,0.0262,0.0001,0.1658,0.6211,83.4038,274951.3712,1
0.7544,0.8250,8.8231,-4.3711,0.3923,0.0793,0.0435,0.0001,0.1410,0.6175,89.8195,282891.9258,1
0.7451,0.8300,9.3568,-4.5669,0.2144,0.0767,0.0315,0.0001,0.1582,0.6200,85.3678,277382.1107,1
0.7558,0.8243,8.7415,-4.3411,0.4195,0.0797,0.0454,0.0001,0.1384,0.6171,90.5002,283734.4404,1
0.7643,0.8197,8.2521,-4.1615,0.5826,0.0821,0.0564,0.0002,0.1226,0.6148,94.5824,288786.9324,1
0.7647,0.8194,8.2268,-4.1522,0.5911,0.0822,0.0570,0.0002,0.1218,0.6147,94.7936,289048.3554,1
0.7293,0.8280,9.6982,-4.8019,0.0377,0.0824,0.0390,0.0000,0.1814,0.6087,83.6296,269978.7563,1
0.6471,0.6874,4.3916,-4.7820,0.7010,0.2386,0.4257,0.0000,0.2239,0.3573,147.4196,256574.9463,1
0.7265,0.8232,9.5164,-4.8012,0.0604,0.0877,0.0522,0.0000,0.1829,0.6001,85.8152,269519.5167,1
0.6231,0.6464,2.8449,-4.7762,0.8944,0.2841,0.5384,0.0000,0.2362,0.2840,166.0127,252668.0878,1
0.6512,0.6945,4.6603,-4.7830,0.6675,0.2307,0.4061,0.0000,0.2217,0.3700,144.1903,257253.5029,1
0.6136,0.6302,2.2338,-4.7739,0.9708,0.3021,0.5830,0.0000,0.2411,0.2551,173.3580,251124.6605,1
0.5769,0.7782,1.2202,-3.8999,1.0000,0.1147,0.0661,0.0002,0.0858,0.3954,155.6171,201438.0100,1
0.5937,0.7735,1.2783,-3.8537,1.0000,0.1283,0.0832,0.0002,0.0837,0.4087,151.5531,201402.3859,1
0.6717,0.7517,1.5471,-3.6401,1.0000,0.1915,0.1621,0.0002,0.0739,0.4703,132.7569,201237.6250,1
0.5542,0.7845,1.1421,-3.9620,1.0000,0.0963,0.0432,0.0002,0.0886,0.3775,161.0776,201485.8744,1
0.8006,0.7157,1.9917,-3.2866,1.0000,0.2960,0.2926,0.0001,0.0577,0.5721,101.6661,200965.0938,1
0.5729,0.7793,1.2066,-3.9107,1.0000,0.1115,0.0621,0.0002,0.0863,0.3923,156.5663,201446.3297,1
0.6061,0.5441,4.5858,-5.2638,0.6414,0.0507,0.4862,0.0000,0.1015,0.5288,114.9290,182565.8328,1
0.6494,0.6016,6.0665,-5.0923,0.4933,0.0584,0.3768,0.0000,0.1000,0.5630,117.0095,182733.0096,1
0.6775,0.6388,7.0252,-4.9813,0.3975,0.0634,0.3060,0.0000,0.0991,0.5852,118.3564,182841.2481,1
0.6334,0.5804,5.5195,-5.1556,0.5481,0.0555,0.4172,0.0000,0.1006,0.5504,116.2408,182671.2466,1
0.5065,0.4122,1.1865,-5.6574,0.9813,0.0329,0.7372,0.0000,0.1048,0.4503,110.1531,182182.0587,1
0.6915,0.6572,7.5002,-4.9263,0.3500,0.0659,0.2710,0.0000,0.0986,0.5962,119.0238,182894.8731,1
0.6297,0.6398,7.0000,-6.2897,1.0000,0.2344,0.1556,0.0000,0.0970,0.4044,168.4296,242137.9828,1
0.7219,0.6444,7.0000,-5.9226,1.0000,0.2957,0.1529,0.0000,0.1052,0.4226,174.1136,242460.8076,1
0.6860,0.6426,7.0000,-6.0657,1.0000,0.2718,0.1539,0.0000,0.1020,0.4155,171.8971,242334.9214,1
0.3450,0.6255,7.0000,-7.4222,1.0000,0.0452,0.1637,0.0000,0.0717,0.3480,150.8929,241141.9809,1
0.5646,0.6365,7.0000,-6.5485,1.0000,0.1912,0.1574,0.0000,0.0912,0.3915,164.4225,241910.3954,1
0.6243,0.6395,7.0000,-6.3108,1.0000,0.2309,0.1557,0.0000,0.0965,0.4033,168.1018,242119.3625,1
0.6056,0.7399,8.0712,-5.4855,0.2143,0.1022,0.0356,0.0001,0.1041,0.3244,153.6770,200000.9190,1
0.6409,0.7352,7.1589,-5.3221,0.3157,0.0981,0.0495,0.0001,0.0980,0.3843,145.9782,199963.5144,1
0.6468,0.7344,7.0046,-5.2945,0.3328,0.0974,0.0518,0.0001,0.0970,0.3944,144.6764,199957.1900,1
0.5828,0.7430,8.6608,-5.5911,0.1488,0.1049,0.0267,0.0001,0.1081,0.2858,158.6526,200025.0924,1
0.5438,0.7483,9.6699,-5.7719,0.0367,0.1095,0.0113,0.0001,0.1148,0.2196,167.1686,200066.4671,1
0.7549,0.7198,4.2093,-4.7938,0.6434,0.0847,0.0943,0.0000,0.0783,0.5776,121.0872,199842.5828,1
0.6599,0.7305,7.6242,-4.1757,1.0000,0.0479,0.0756,0.0000,0.1121,0.5242,99.3246,207069.6854,1
0.5161,0.3679,4.2591,-8.6597,1.0000,0.0441,0.5402,0.0000,0.2030,0.1225,101.8022,206502.6643,1
0.5585,0.4748,5.2515,-7.3374,1.0000,0.0452,0.4032,0.0000,0.1762,0.2410,101.0716,206669.8739,1
0.6133,0.6130,6.5333,-5.6294,1.0000,0.0466,0.2262,0.0000,0.1416,0.3939,100.1279,206885.8548,1
0.5513,0.4567,5.0832,-7.5616,1.0000,0.0450,0.4264,0.0000,0.1808,0.2209,101.1955,206641.5206,1
0.5417,0.4326,4.8594,-7.8599,1.0000,0.0448,0.4573,0.0000,0.1868,0.1942,101.3603,206603.8023,1
0.5348,0.6350,2.0369,-4.4211,1.0000,0.0516,0.4717,0.0008,0.0878,0.3018,114.5011,215162.5410,1
0.5484,0.6459,1.8633,-4.3423,1.0000,0.0506,0.4479,0.0009,0.0877,0.3232,114.9732,215172.5487,1
0.5088,0.6145,2.3664,-4.5706,1.0000,0.0535,0.5170,0.0005,0.0880,0.2611,113.6046,215143.5373,1
0.6418,0.7199,0.6757,-3.8036,1.0000,0.0435,0.2848,0.0019,0.0868,0.4697,118.2037,215241.0318,1
0.5262,0.6282,2.1460,-4.4706,1.0000,0.0522,0.4867,0.0007,0.0879,0.2883,114.2042,215156.2484,1
0.5634,0.6577,1.6729,-4.2559,1.0000,0.0494,0.4217,0.0011,0.0875,0.3467,115.4911,215183.5281,1
0.6730,0.7634,7.9293,-3.7692,1.0000,0.0482,0.0335,0.0000,0.1039,0.5606,99.1001,207121.0846,1
0.5618,0.4832,5.3287,-7.2345,1.0000,0.0453,0.3925,0.0000,0.1741,0.2502,101.0147,206682.8856,1
0.6221,0.6351,6.7391,-5.3551,1.0000,0.0469,0.1978,0.0000,0.1360,0.4185,99.9763,206920.5465,1
0.6367,0.6720,7.0810,-4.8996,1.0000,0.0473,0.1506,0.0000,0.1268,0.4593,99.7246,206978.1425,1
0.6691,0.7537,7.8394,-3.8890,1.0000,0.0481,0.0459,0.0000,0.1063,0.5498,99.1663,207105.9333,1
0.5080,0.3476,4.0704,-8.9112,1.0000,0.0439,0.5663,0.0000,0.2081,0.1000,101.9412,206470.8620,1
0.5975,0.6848,1.2389,-4.0591,1.0000,0.0469,0.3621,0.0014,0.0872,0.4002,116.6716,215208.5540,1
0.4868,0.5970,2.6467,-4.6977,1.0000,0.0552,0.5555,0.0003,0.0882,0.2266,112.8421,215127.3745,1
0.4978,0.6058,2.5064,-4.6341,1.0000,0.0544,0.5362,0.0004,0.0881,0.2439,113.2237,215135.4623,1
0.5035,0.6102,2.4345,-4.6015,1.0000,0.0539,0.5263,0.0005,0.0881,0.2527,113.4193,215139.6089,1
0.6445,0.7220,0.6416,-3.7881,1.0000,0.0433,0.2801,0.0019,0.0868,0.4739,118.2966,215243.0009,1
0.4659,0.5804,2.9126,-4.8183,1.0000,0.0568,0.5920,0.0001,0.0884,0.1938,112.1188,215112.0417,1
0.7324,0.6754,9.5911,-4.9651,0.0000,0.0663,0.2053,0.0000,0.1099,0.6140,124.9490,183638.6934,1
0.6482,0.5148,7.6685,-5.5713,0.0000,0.0419,0.4685,0.0000,0.1300,0.5279,126.3247,184114.5444,1
0.6665,0.5497,8.0865,-5.4395,0.0000,0.0472,0.4113,0.0000,0.1256,0.5466,126.0256,184011.0939,1
0.7122,0.6368,9.1292,-5.1108,0.0000,0.0604,0.2686,0.0000,0.1148,0.5933,125.2796,183753.0303,1
0.7855,0.7767,10.8052,-4.5824,0.0000,0.0817,0.0392,0.0000,0.0972,0.6683,124.0803,183338.2013,1
0.6920,0.5982,8.6676,-5.2563,0.0000,0.0546,0.3318,0.0000,0.1196,0.5726,125.6098,183867.2740,1
0.5859,0.4816,6.5169,-7.5831,0.2415,0.0436,0.1516,0.0000,0.1842,0.0853,94.2464,175511.3398,1
0.5886,0.4697,6.6221,-7.8402,0.1889,0.0410,0.1304,0.0000,0.1898,0.0799,90.3754,175556.9928,1
0.5967,0.4330,6.9467,-8.6336,0.0267,0.0330,0.0653,0.0000,0.2071,0.0632,78.4318,175697.8519,1
0.5664,0.5698,5.7363,-5.6750,0.6318,0.0628,0.3082,0.0000,0.1424,0.1253,122.9708,175172.5747,1
0.5831,0.4942,6.4053,-7.3103,0.2973,0.0464,0.1740,0.0000,0.1782,0.0910,98.3530,175462.9081,1
0.5629,0.5855,5.5972,-5.3348,0.7014,0.0663,0.3361,0.0000,0.1349,0.1324,128.0921,175112.1762,1
0.7632,0.5497,6.0934,-6.9851,0.0000,0.0735,0.1683,0.0000,0.3745,0.6612,129.6915,185017.0931,1
0.6300,0.4659,6.9309,-5.8737,0.0000,0.0365,0.5302,0.0000,0.1551,0.5104,127.0231,184336.1624,1
0.6524,0.4800,6.7897,-6.0611,0.0000,0.0427,0.4691,0.0000,0.1921,0.5359,127.4730,184450.9788,1
0.7435,0.5373,6.2168,-6.8213,0.0000,0.0680,0.2217,0.0000,0.3422,0.6390,129.2982,184916.7284,1
0.6881,0.5024,6.5656,-6.3584,0.0000,0.0526,0.3724,0.0000,0.2508,0.5762,128.1869,184633.1466,1
0.7552,0.5447,6.1433,-6.9188,0.0000,0.0713,0.1899,0.0000,0.3615,0.6522,129.5324,184976.4934,1
0.6332,0.5914,10.0000,-6.1329,0.6292,0.0317,0.1441,0.0000,0.1218,0.4667,102.5783,167950.3522,1
0.5989,0.5277,10.0000,-8.5921,0.0167,0.0412,0.1294,0.0000,0.1395,0.5274,123.3696,168375.4394,1
0.6478,0.6184,10.0000,-5.0899,0.8889,0.0276,0.1503,0.0000,0.1142,0.4410,93.7610,167770.0802,1
0.6186,0.5642,10.0000,-7.1856,0.3670,0.0358,0.1378,0.0000,0.1294,0.4927,111.4781,168132.3134,1
0.6446,0.6126,10.0000,-5.3167,0.8324,0.0285,0.1490,0.0000,0.1159,0.4466,95.6783,167809.2799,1
0.6187,0.5644,10.0000,-7.1752,0.3696,0.0357,0.1379,0.0000,0.1293,0.4924,111.3908,168130.5286,1
0.4848,0.7065,1.0000,-4.7467,0.2153,0.0861,0.1204,0.0000,0.0801,0.3450,123.5844,202068.9044,1
0.4867,0.7127,1.0000,-4.7005,0.2693,0.0845,0.1122,0.0001,0.0810,0.3450,126.8473,202034.7908,1
0.5091,0.7836,1.0000,-4.1684,0.8909,0.0661,0.0180,0.0002,0.0919,0.3450,164.4208,201641.9630,1
0.4800,0.6914,1.0000,-4.8601,0.0829,0.0900,0.1404,0.0000,0.0778,0.3450,115.5764,202152.6274,1
0.4966,0.7440,1.0000,-4.4657,0.5436,0.0764,0.0706,0.0001,0.0858,0.3450,143.4285,201861.4352,1
0.5121,0.7932,1.0000,-4.0961,0.9754,0.0636,0.0052,0.0002,0.0934,0.3450,169.5272,201588.5755,1
0.7146,0.5191,6.3988,-6.5798,0.0000,0.0600,0.3003,0.0000,0.2945,0.6062,128.7184,184768.7706,1
0.7278,0.5275,6.3154,-6.6904,0.0000,0.0637,0.2643,0.0000,0.3164,0.6212,128.9841,184836.5681,1
0.6212,0.4604,6.9862,-5.8004,0.0000,0.0340,0.5540,0.0000,0.1406,0.5005,126.8471,184291.2448,1
0.7277,0.5274,6.3161,-6.6895,0.0000,0.0636,0.2646,0.0000,0.3162,0.6211,128.9818,184835.9956,1
0.7474,0.5398,6.1922,-6.8540,0.0000,0.0691,0.2110,0.0000,0.3487,0.6434,129.3767,184936.7626,1
0.6987,0.5091,6.4987,-6.4472,0.0000,0.0556,0.3434,0.0000,0.2683,0.5882,128.4002,184687.5718,1
0.7223,0.5135,7.0871,-7.3818,0.3826,0.0676,0.3117,0.0000,0.1337,0.4475,99.5190,205229.0917,1
0.7603,0.5438,7.6260,-7.0984,0.2748,0.0718,0.2656,0.0000,0.1204,0.5096,99.0871,205014.3996,1
0.8251,0.5955,8.5471,-6.6142,0.0906,0.0789,0.1868,0.0000,0.0977,0.6158,98.3490,204647.4493,1
0.8156,0.5880,8.4121,-6.6851,0.1176,0.0779,0.1983,0.0000,0.1010,0.6002,98.4572,204701.2296,1
0.5550,0.3799,4.7101,-8.6316,0.8580,0.0493,0.5152,0.0000,0.1925,0.1735,101.4239,206176.1000,1
0.5127,0.3461,4.1090,-8.9477,0.9782,0.0446,0.5667,0.0000,0.2073,0.1042,101.9056,206415.5711,1
0.8336,0.4411,3.1379,-7.3945,1.0000,0.1202,0.1820,0.0000,0.1360,0.5390,129.5672,160511.6902,1
0.8193,0.5178,4.8817,-6.6214,1.0000,0.1750,0.1836,0.0000,0.1344,0.6049,128.9467,160334.9856,1
0.7786,0.7356,9.8310,-4.4272,1.0000,0.3303,0.1880,0.0000,0.1300,0.7918,127.1859,159833.4542,1
0.8124,0.5550,5.7272,-6.2466,1.0000,0.2015,0.1843,0.0000,0.1337,0.6368,128.6460,160249.3129,1
0.8315,0.4526,3.3989,-7.2788,1.0000,0.1284,0.1822,0.0000,0.1358,0.5488,129.4743,160485.2465,1
0.8426,0.3933,2.0524,-7.8758,1.0000,0.0861,0.1810,0.0000,0.1370,0.4980,129.9533,160621.6862,1
0.7942,0.6337,3.5346,-5.7795,0.6931,0.2447,0.0984,0.0000,0.0682,0.5649,122.1149,131494.3606,1
0.7641,0.6388,5.6560,-6.0718,0.2688,0.2706,0.0507,0.0000,0.0667,0.3574,157.5335,131338.6530,1
0.7845,0.6353,4.2214,-5.8741,0.5557,0.2531,0.0830,0.0000,0.0677,0.4978,133.5812,131443.9526,1
0.7777,0.6365,4.6966,-5.9396,0.4607,0.2589,0.0723,0.0000,0.0674,0.4513,141.5158,131409.0705,1
0.8125,0.6306,2.2430,-5.6015,0.9514,0.2290,0.1275,0.0000,0.0690,0.6912,100.5507,131589.1615,1
0.7975,0.6331,3.2997,-5.7471,0.7401,0.2419,0.1037,0.0000,0.0683,0.5879,118.1924,131511.6050,1
0.6217,0.6368,1.4680,-5.0941,0.7340,0.3095,0.5657,0.0000,0.1991,0.2703,177.6820,250264.2752,1
0.6164,0.6310,1.7073,-4.9496,0.8537,0.3093,0.5811,0.0000,0.2189,0.2585,177.0014,250385.6113,1
0.6306,0.6465,1.0622,-5.3389,0.5311,0.3099,0.5395,0.0000,0.1657,0.2904,178.8360,250058.5550,1
0.6344,0.6506,0.8925,-5.4414,0.4463,0.3101,0.5286,0.0000,0.1517,0.2988,179.3187,249972.5004,1
0.6366,0.6531,0.7892,-5.5037,0.3946,0.3102,0.5219,0.0000,0.1432,0.3039,179.6126,249920.1106,1
0.6422,0.6592,0.5351,-5.6571,0.2675,0.3105,0.5055,0.0000,0.1222,0.3165,180.3352,249791.2953,1
0.6445,0.7347,7.0656,-5.3054,0.3260,0.0977,0.0509,0.0001,0.0974,0.3904,145.1912,199959.6908,1
0.8191,0.7111,2.5490,-4.4964,0.8279,0.0771,0.1195,0.0000,0.0672,0.6865,107.0756,199774.5080,1
0.5698,0.7448,8.9970,-5.6514,0.1114,0.1064,0.0216,0.0001,0.1103,0.2638,161.4900,200038.8780,1
0.5546,0.7468,9.3885,-5.7215,0.0679,0.1082,0.0156,0.0001,0.1129,0.2381,164.7934,200054.9272,1
0.7285,0.7233,4.8919,-4.9161,0.5676,0.0878,0.0839,0.0000,0.0829,0.5329,126.8471,199870.5668,1
0.7929,0.7146,3.2268,-4.6178,0.7526,0.0802,0.1092,0.0000,0.0718,0.6420,112.7955,199802.2979,1
0.8787,0.6633,6.3354,-5.1233,0.6646,0.0971,0.0948,0.0000,0.1107,0.7212,129.9731,157247.7671,1
0.8800,0.7480,6.9776,-4.2871,0.0224,0.0877,0.1742,0.0001,0.1062,0.8785,118.3525,157593.9497,1
0.8792,0.7013,6.6238,-4.7479,0.3762,0.0929,0.1305,0.0000,0.1086,0.7918,124.7552,157403.2107,1
0.8798,0.7352,6.8803,-4.4139,0.1197,0.0891,0.1622,0.0001,0.1068,0.8547,120.1144,157541.4631,1
0.8782,0.6309,6.0902,-5.4425,0.9098,0.1007,0.0645,0.0000,0.1124,0.6611,134.4087,157115.6269,1
0.8784,0.6459,6.2037,-5.2947,0.7963,0.0990,0.0785,0.0000,0.1116,0.6889,132.3550,157176.8085,1
0.6982,0.4982,8.4092,-6.5631,0.7954,0.0320,0.0407,0.0000,0.0992,0.4129,108.9103,170263.4034,1
0.6209,0.5196,9.6369,-8.1807,0.1815,0.0393,0.1089,0.0000,0.1307,0.5025,120.5061,168815.2218,1
0.6830,0.5024,8.6504,-6.8809,0.6748,0.0335,0.0541,0.0000,0.1054,0.4305,111.1886,169978.8599,1
0.6712,0.5057,8.8377,-7.1277,0.5811,0.0346,0.0645,0.0000,0.1102,0.4442,112.9580,169757.8901,1
0.6770,0.5041,8.7466,-7.0077,0.6267,0.0340,0.0594,0.0000,0.1079,0.4375,112.0975,169865.3589,1
0.6520,0.5110,9.1427,-7.5295,0.4286,0.0364,0.0814,0.0000,0.1180,0.4664,115.8384,169398.1694,1
0.5480,0.7838,0.9884,-4.1430,1.0000,0.0533,0.1880,0.0000,0.2891,0.4791,106.1988,174168.6213,1
0.5480,0.7294,2.6552,-4.0316,1.0000,0.0648,0.2994,0.0000,0.2118,0.3478,124.4267,174452.9851,1
0.5480,0.6747,4.3336,-3.9195,1.0000,0.0764,0.4115,0.0000,0.1339,0.2155,142.7807,174739.3153,1
0.5480,0.7127,3.1683,-3.9974,1.0000,0.0684,0.3336,0.0000,0.1880,0.3073,130.0375,174540.5156,1
0.5480,0.7212,2.9075,-4.0148,1.0000,0.0666,0.3162,0.0000,0.2001,0.3279,127.1848,174496.0116,1
0.5480,0.6974,3.6369,-3.9661,1.0000,0.0716,0.3649,0.0000,0.1662,0.2704,135.1613,174620.4487,1
0.7894,0.4011,3.2119,-9.2375,0.3687,0.2380,0.5183,0.0000,0.1113,0.2964,124.1811,179293.5293,1
0.8067,0.5280,6.5538,-6.9795,0.9256,0.0929,0.4069,0.0000,0.1463,0.2502,100.2088,180300.5443,1
0.7914,0.4156,3.5955,-8.9783,0.4326,0.2213,0.5055,0.0000,0.1153,0.2911,121.4293,179409.1244,1
0.8021,0.4943,5.6647,-7.5802,0.7775,0.1315,0.4365,0.0000,0.1370,0.2625,106.5865,180032.6311,1
0.7921,0.4203,3.7194,-8.8946,0.4532,0.2159,0.5014,0.0000,0.1166,0.2894,120.5411,179446.4354,1
0.7793,0.3265,1.2511,-10.5623,0.0419,0.3231,0.5836,0.0000,0.0907,0.3235,138.2465,178702.6750,1
0.7593,0.6956,8.0085,-6.0433,0.4979,0.0550,0.0622,0.0004,0.1635,0.7541,103.4815,220834.2747,1
0.7674,0.6913,7.5894,-5.8341,0.6027,0.0527,0.0682,0.0003,0.1480,0.7725,103.1631,220649.1065,1
0.7667,0.6917,7.6276,-5.8532,0.5931,0.0529,0.0677,0.0003,0.1495,0.7708,103.1922,220665.9910,1
0.7632,0.6935,7.8085,-5.9434,0.5479,0.0539,0.0651,0.0004,0.1561,0.7629,103.3295,220745.8964,1
0.7737,0.6879,7.2614,-5.6704,0.6847,0.0510,0.0730,0.0003,0.1359,0.7868,102.9140,220504.2168,1
0.7547,0.6980,8.2471,-6.1623,0.4382,0.0563,0.0587,0.0005,0.1723,0.7437,103.6626,220939.6389,1
0.5250,0.5697,5.6599,-7.1110,0.0000,0.2239,0.3253,0.0000,0.3240,0.2427,88.8465,239657.3378,1
0.6158,0.5933,3.4586,-6.3411,0.0000,0.3785,0.1721,0.0000,0.2206,0.4023,120.8387,238501.1205,1
0.6314,0.5974,3.0810,-6.2091,0.0000,0.4051,0.1458,0.0000,0.2028,0.4296,126.3257,238302.8179,1
0.6059,0.5907,3.7005,-6.4257,0.0000,0.3615,0.1890,0.0000,0.2319,0.3847,117.3233,238628.1697,1
0.6652,0.6062,2.2612,-5.9224,0.0000,0.4627,0.0888,0.0000,0.1643,0.4891,138.2410,237872.1890,1
0.6420,0.6002,2.8231,-6.1189,0.0000,0.4232,0.1279,0.0000,0.1907,0.4483,130.0751,238167.3124,1
0.8920,0.5512,9.1915,-7.0923,0.0000,0.0829,0.0848,0.0000,0.6393,0.5488,122.3609,197262.0892,1
0.8846,0.4878,7.7155,-7.8323,0.0000,0.1321,0.0497,0.0000,0.3643,0.3785,132.2005,198374.0189,1
0.8922,0.5530,9.2325,-7.0718,0.0000,0.0815,0.0858,0.0000,0.6470,0.5535,122.0876,197231.2000,1
0.8844,0.4864,7.6841,-7.8481,0.0000,0.1332,0.0490,0.0000,0.3585,0.3749,132.4098,198397.6711,1
0.8947,0.5747,9.7378,-6.8185,0.0000,0.0646,0.0978,0.0000,0.7411,0.6118,118.7191,196850.5438,1
0.8944,0.5726,9.6872,-6.8438,0.0000,0.0663,0.0966,0.0000,0.7317,0.6059,119.0559,196888.6062,1
0.8805,0.5229,5.3916,-7.1262,0.2681,0.1330,0.0623,0.0000,0.1843,0.4279,125.4522,199126.9190,1
0.8803,0.5433,4.8958,-6.7980,0.3507,0.1259,0.0714,0.0000,0.1699,0.4685,121.9018,199192.8589,1
0.8805,0.5154,5.5744,-7.2473,0.2376,0.1356,0.0589,0.0000,0.1896,0.4129,126.7613,199102.6039,1
0.8805,0.5159,5.5622,-7.2392,0.2396,0.1354,0.0591,0.0000,0.1893,0.4139,126.6742,199104.2222,1
0.8791,0.6945,1.2063,-4.3556,0.9656,0.0731,0.1392,0.0000,0.0629,0.7711,95.4812,199683.5637,1
0.8810,0.4600,6.9265,-8.1424,0.0122,0.1549,0.0341,0.0000,0.2289,0.3020,136.4439,198922.7716,1
0.7713,0.7334,10.8499,-4.6364,0.8499,0.3174,0.1791,0.0000,0.1230,0.7460,126.8176,159665.0288,1
0.7716,0.7252,10.8268,-4.7485,0.8268,0.3097,0.1776,0.0000,0.1220,0.7321,126.8249,159657.3269,1
0.7753,0.6367,10.5789,-5.9503,0.5789,0.2278,0.1612,0.0000,0.1120,0.5833,126.9035,159574.7582,1
0.7821,0.4763,10.1296,-8.1280,0.1296,0.0792,0.1316,0.0000,0.0939,0.3137,127.0459,159425.1456,1
0.7791,0.5456,10.3239,-7.1861,0.3239,0.1435,0.1444,0.0000,0.1018,0.4303,126.9843,159489.8590,1
0.7739,0.6706,10.6739,-5.4895,0.6739,0.2592,0.1675,0.0000,0.1159,0.6403,126.8734,159606.4141,1
0.7217,0.6993,9.9520,-7.1640,0.0000,0.0658,0.0478,0.0008,0.2317,0.6463,106.6754,221775.6150,1
0.7283,0.5470,9.5130,-8.3250,0.0000,0.0672,0.1798,0.0004,0.1829,0.4566,122.0431,222338.7743,1
0.7220,0.6925,9.9321,-7.2165,0.0000,0.0659,0.0538,0.0008,0.2295,0.6377,107.3697,221801.0591,1
0.7321,0.4584,9.2575,-9.0008,0.0000,0.0680,0.2566,0.0002,0.1546,0.3463,130.9887,222666.5915,1
0.7261,0.5974,9.6581,-7.9414,0.0000,0.0668,0.1362,0.0006,0.1990,0.5193,116.9648,222152.6775,1
0.7320,0.4608,9.2645,-8.9824,0.0000,0.0680,0.2545,0.0002,0.1554,0.3493,130.7441,222657.6294,1
0.7495,0.6161,6.0000,-5.2203,0.4213,0.1020,0.3454,0.0005,0.1720,0.4718,131.4096,155147.4092,1
0.7577,0.6163,6.0000,-5.2418,0.4580,0.1020,0.3269,0.0005,0.1683,0.4824,131.7032,155269.1028,1
0.8456,0.6183,6.0000,-5.4744,0.8542,0.1020,0.1269,0.0001,0.1279,0.5969,134.8741,156583.3497,1
0.7442,0.6160,6.0000,-5.2063,0.3974,0.1020,0.3574,0.0005,0.1745,0.4649,131.2187,155068.3122,1
0.7302,0.6157,6.0000,-5.1693,0.3344,0.1020,0.3892,0.0006,0.1809,0.4466,130.7144,154859.2680,1
0.8267,0.6178,6.0000,-5.4244,0.7690,0.1020,0.1699,0.0002,0.1366,0.5722,134.1922,156300.7378,1
0.8013,0.5415,6.8499,-6.6530,1.0000,0.0725,0.4010,0.0000,0.1498,0.2491,97.3303,180478.1818,1
0.7979,0.5399,6.7834,-6.6419,1.0000,0.0720,0.4050,0.0000,0.1493,0.2513,97.4732,180497.3228,1
0.6781,0.4855,4.4503,-6.2535,1.0000,0.0558,0.5446,0.0000,0.1315,0.3298,102.4825,181168.4511,1
0.7716,0.5280,6.2723,-6.5568,1.0000,0.0685,0.4355,0.0000,0.1454,0.2685,98.5705,180644.3313,1
0.8038,0.5426,6.8991,-6.6612,1.0000,0.0728,0.3980,0.0000,0.1502,0.2474,97.2247,180464.0389,1
0.7032,0.4969,4.9392,-6.3349,1.0000,0.0592,0.5153,0.0000,0.1352,0.3134,101.4328,181027.8099,1
0.8745,0.6600,1.7244,-4.5430,0.9094,0.1736,0.0364,0.0000,0.1004,0.5463,94.2372,191927.6499,1
0.8161,0.5994,5.4006,-5.2989,0.4499,0.1004,0.0367,0.0000,0.0974,0.6492,105.7119,191438.7229,1
0.8415,0.6257,3.8040,-4.9706,0.6495,0.1322,0.0365,0.0000,0.0987,0.6045,100.7284,191651.0639,1
0.7777,0.5595,7.8197,-5.7963,0.1475,0.0522,0.0369,0.0000,0.0955,0.7170,113.2628,191116.9819,1
0.8010,0.5837,6.3540,-5.4949,0.3307,0.0814,0.0368,0.0000,0.0966,0.6759,108.6880,191311.9118,1
0.8747,0.6603,1.7102,-4.5400,0.9112,0.1739,0.0364,0.0000,0.1004,0.5459,94.1927,191929.5484,1
0.8664,0.6343,9.0000,-3.7159,0.8872,0.1080,0.1353,0.0005,0.0793,0.6262,93.8438,226133.9678,1
0.7381,0.3733,9.0000,-9.5859,0.0143,0.0694,0.3308,0.0000,0.1252,0.2413,139.2616,223047.5161,1
0.7765,0.4513,9.0000,-7.8313,0.2752,0.0810,0.2724,0.0001,0.1115,0.3564,125.6855,223970.1092,1
